xml:id,country,settlement,repository,idno,altIdentifier 1,altIdentifier 2,name,head,history,adminInfo,note,catalog link,surrogate
EDU202,UK,Edinburgh,Edinburgh University Library,202,,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/160977,
EDU205,UK,Edinburgh,Edinburgh University Library,205,,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/177058,
EDU218,UK,Edinburgh,Edinburgh University Library,218,,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/177097,
EDUDbII18,UK,Edinburgh,Edinburgh University Library,Db.II.18,,,,,,,,,
EDUDc143,UK,Edinburgh,Edinburgh University Library,Dc.I.43,,,Ruthven MS,,,,,,
EDUDk749,UK,Edinburgh,Edinburgh University Library,Dk.VII.49,,,Elphinston MS,,,,,https://archives.collections.ed.ac.uk/repositories/2/resources/87655,
EDULaiii149,UK,Edinburgh,Edinburgh University Library,La.III.149,olim Laing 149,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/15869,
EDULaiii164,UK,Edinburgh,Edinburgh University Library,La.III.164,olim Laing 164,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/15884,
EDULaiii431,UK,Edinburgh,Edinburgh University Library,La.III.431,olim Laing 431,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/16159,
EDULaiii450,UK,Edinburgh,Edinburgh University Library,La.III.450/1,olim Laing 450,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/16179,
EDULaiii467,UK,Edinburgh,Edinburgh University Library,La.III.467,,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/16196,
EDULaiii514,UK,Edinburgh,Edinburgh University Library,La.III.514,olim Laing 514,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/16243,
EDULaiii521,UK,Edinburgh,Edinburgh University Library,La.III.521,olim Laing 521,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/16250,
EDULaiv27,UK,Edinburgh,Edinburgh University Library,La.IV.27,,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/4406,
EDULaiv28,UK,Edinburgh,Edinburgh University Library,La.IV.28,,,,,,,,,
NLS651,UK,Edinburgh,National Library of Scotland,651,olim Alexander Boswell,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19042,
NLS6128,UK,Edinburgh,National Library of Scotland,6128,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/6197,
Asloan,UK,Edinburgh,National Library of Scotland,16500,formerly Acc. 4233; Asloan MS,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/18684,https://digital.nls.uk/early-manuscripts/browse/archive/235163104#?c=0&m=0&s=0&cv=0
ColumbaHse,UK,Edinburgh,National Library of Scotland,Acc. 10301/6,"Columba House, Scottish Catholic Archives, Fordun's Chronicles or Scotticronicon",,,,,On deposit at National Library of Scotland,,https://manuscripts.nls.uk/repositories/2/resources/870,
Banna,UK,Edinburgh,National Library of Scotland,Advocates 1.1.6,,,Bannatyne MS,,,,,https://manuscripts.nls.uk/repositories/2/resources/14976,https://digital.nls.uk/early-manuscripts/browse/archive/232641635#?c=0&m=0
NLS17122,UK,Edinburgh,National Library of Scotland,Advocates 17.1.22,olim Phillipps 27369,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19596,
NLS1817,UK,Edinburgh,National Library of Scotland,Advocates 18.1.7,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19303,https://digital.nls.uk/early-manuscripts/browse/archive/219603956
NLS1828,UK,Edinburgh,National Library of Scotland,Advocates 18.2.8,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15169,https://digital.nls.uk/early-manuscripts/browse/archive/212879752
NLS1844,UK,Edinburgh,National Library of Scotland,Advocates 18.4.4,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19312,https://digital.nls.uk/early-manuscripts/browse/archive/235163095
NLS18514,UK,Edinburgh,National Library of Scotland,Advocates 18.5.14,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15209,https://digital.nls.uk/early-manuscripts/browse/archive/233460199
NLS18721,UK,Edinburgh,National Library of Scotland,Advocates 18.7.21,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15257,https://digital.nls.uk/early-manuscripts/browse/archive/133680362 
NLS1881,UK,Edinburgh,National Library of Scotland,Advocates 18.8.1,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19325,https://digital.nls.uk/early-manuscripts/browse/archive/227346158
NLS1885,UK,Edinburgh,National Library of Scotland,Advocates 18.8.5,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15260,https://digital.nls.uk/early-manuscripts/browse/archive/217342502
NLS19111,UK,Edinburgh,National Library of Scotland,Advocates 19.1.11,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15280,https://digital.nls.uk/early-manuscripts/browse/archive/133475158#?c=0&m=0&s=0&cv=0
NLS1912,UK,Edinburgh,National Library of Scotland,Advocates 19.1.2,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15272,https://digital.nls.uk/early-manuscripts/browse/archive/213862801
NLS1921,UK,Edinburgh,National Library of Scotland,Advocates 19.2.1,,,Auchinleck MS,,,,,https://manuscripts.nls.uk/repositories/2/resources/19334,https://digital.nls.uk/early-manuscripts/browse/archive/233337262
NLS1922,UK,Edinburgh,National Library of Scotland,Advocates 19.2.2,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19337,https://digital.nls.uk/early-manuscripts/browse/archive/232641634
NLS1923,UK,Edinburgh,National Library of Scotland,Advocates 19.2.3,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/21160,https://digital.nls.uk/early-manuscripts/browse/archive/228063292
NLS1924,UK,Edinburgh,National Library of Scotland,Advocates 19.2.4,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/21163,https://digital.nls.uk/early-manuscripts/browse/archive/235163100
NLS1925,UK,Edinburgh,National Library of Scotland,Advocates 19.2.5,olim Hailes,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15300,https://digital.nls.uk/early-manuscripts/browse/archive/210499911
NLS1931,UK,Edinburgh,National Library of Scotland,Advocates 19.3.1,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15302,https://digital.nls.uk/early-manuscripts/browse/archive/133680060
NLS23711,UK,Edinburgh,National Library of Scotland,Advocates 23.7.11,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/15572,https://digital.nls.uk/early-manuscripts/browse/archive/218121753
NLS34312,UK,Edinburgh,National Library of Scotland,Advocates 34.3.12,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/16203,
NLS3473,UK,Edinburgh,National Library of Scotland,Advocates 34.7.3,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/19367,https://digital.nls.uk/early-manuscripts/browse/archive/212467260
NLS3517,UK,Edinburgh,National Library of Scotland,Advocates 35.1.7,,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/16247,https://digital.nls.uk/early-manuscripts/browse/archive/217342500
NLS72127,UK,Edinburgh,National Library of Scotland,Advocates 72.1.27,olim Lismore,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/21714,https://digital.nls.uk/gaelic-manuscripts-of-scotland/archive/75217197
NLSb442,UK,Edinburgh,National Library of Scotland,b. 44. 2,,,,,,,old shelfmark?,,
BlairsColl22,UK,Edinburgh,National Library of Scotland,Deposit 221/1,Blairs College 22,,Talbot Book of Hours,,,,,,
BlairsColl13,UK,Edinburgh,National Library of Scotland,Deposit 221/9,Blairs College 13,,,,,,,,
Stafford,UK,Edinburgh,National Library of Scotland,Deposit 313/3633,,,,medieval fragments,,deposited by Marquis of Stafford,,,
Dunrobin,UK,Edinburgh,National Library of Scotland,Deposit 314/18,,,,Calendar of Fearn Abbey,,"deposited by Marquis of Sutherland, Dunrobin Castle",,,
Abbotsford,UK,Edinburgh,National Library of Scotland,Deposit from Abbotsford,,,,,,,,,
NLSGaelic37,UK,Edinburgh,National Library of Scotland,Gaelic 37,,,,,,,,,
NLSACC10225,UK,Edinburgh,National Library of Scotland,"Sutherland Estates Papers, Acc. 10225, Box I, File 4 (fragment)",,,,,,,,https://manuscripts.nls.uk/repositories/2/resources/1549,
EDCPAN,UK,Edinburgh,"Royal College of Physicians, Edinburgh","Anonyma 2, Vol. V, Part II",,,,,,,,,
EDCPCM,UK,Edinburgh,"Royal College of Physicians, Edinburgh","MS Cursor Mundi, Northern Homily Cycle",,,,,,,,http://archives.rcpe.ac.uk/calmView/Record.aspx?src=CalmView.Catalog&id=DEP%2fDRU%2f1&pos=2,
EDCPRS,UK,Edinburgh,"Royal College of Physicians, Edinburgh",Ripley Scroll,,,,,,,,http://archives.rcpe.ac.uk/calmView/Record.aspx?src=CalmView.Catalog&id=DEP%2fERG%2f2&pos=3,
ESROGD112,UK,Edinburgh,Scottish Record Office,GD 112/71/9,,,,,,,,,
ESROGD12,UK,Edinburgh,Scottish Record Office,GD 12,,,Breadalbane Papers,,,,,,
ESROGD5,UK,Edinburgh,Scottish Record Office,GD 5/26/48,,,,,,"on deposit from Brechin Castle, Earl of Dalhousie",,https://catalogue.nrscotland.gov.uk/nrsonlinecatalogue/details.aspx?reference=GD5%2f26&st=1&tc=y&tl=n&tn=n&tp=n&k=gd5&ko=a&r=&ro=c&df=&dt=&di=y,
ESRORH13,UK,Edinburgh,Scottish Record Office,RH 13/35,,,,,,,,https://catalogue.nrscotland.gov.uk/nrsonlinecatalogue/details.aspx?reference=RH13&st=1&tc=y&tl=n&tn=n&tp=n&k=rh13&ko=a&r=&ro=c&df=&dt=&di=y,
ESROSC121,UK,Edinburgh,Scottish Record Office,SC/1/2/1,,,,,,,,https://catalogue.nrscotland.gov.uk/nrsonlinecatalogue/details.aspx?reference=SC1&st=1&tc=y&tl=n&tn=n&tp=n&k=sc1&ko=a&r=&ro=c&df=&dt=&di=y,
EDSROGD112,UK,Edinburgh,Scottish Register House,MS GD 112/71/9,,,,,,,,,
EDULaiii318,UK,Edinburgh,University Library,Laing II.318,,,,,,,,https://archives.collections.ed.ac.uk/repositories/2/archival_objects/4383,
Weymyss,UK,"Edinburgh, Weymyss Castle",Lord Weymyss,Wyntoun's Chronicle,,,,,,,,,
Ely,UK,Ely,Ely Cathedral,Ely Cathedral MS,,,,,,,,,
Eton34,UK,Eton,Eton College,34,,,,,,,,https://catalogue.etoncollege.com/B49983,
Eton36,UK,Eton,Eton College,36,,,,,,,,https://catalogue.etoncollege.com/B49985,
Eton98,UK,Eton,Eton College,98,,,,,,,,https://catalogue.etoncollege.com/B50022,
Shillingford,UK,Exeter,Corporation Archives,Letters,,,,,,,,,
ExeterDRO2507,UK,Exeter,Devon Record Office,2507,,,,,,,,,
ExeterDRORoll59,UK,Exeter,Devon Record Office,Misc. Roll 59,,,,,,,,,
ExeterCath3521,UK,Exeter,Exeter Cathedral Library,"3521, item 5(a)",,,,,,,,https://e90015uk.eos-intl.eu/E90015UK/OPAC/Details/Record.aspx?IndexCode=15&TaskCode=1579928&HitCount=5&CollectionCode=2&SortDirection=Ascending&CurrentPage=1&CurrentLinkCode=ME90015UK|21448788|1|6681720&SelectionType=0&SearchType=1&BibCode=ME90015UK|11122104|3|6681722,
GULFerg102,UK,Glasgow,Glasgow University Library,Ferguson 102,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=265714&catType=C&gdcEvent=hierarchy_item_view,
GULFerg147,UK,Glasgow,Glasgow University Library,Ferguson 147,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=265759&catType=C&gdcEvent=hierarchy_item_view,
GULFerg191,UK,Glasgow,Glasgow University Library,Ferguson 191,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=265802&catType=C&gdcEvent=hierarchy_item_view,
GULHun104,UK,Glasgow,Glasgow University Library,Hunterian 104 (T.5.6),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296474&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296474&catType=C&gdcEvent=hierarchy_item_view
GULHun197,UK,Glasgow,Glasgow University Library,Hunterian 197 (U.1.1),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296568&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296568&catType=C&gdcEvent=hierarchy_item_view
GULHun228,UK,Glasgow,Glasgow University Library,Hunterian 228,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296599&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296599&catType=C&gdcEvent=hierarchy_item_view
GULHun230,UK,Glasgow,Glasgow University Library,Hunterian 230 (U.3.3),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296601&catType=C&gdcEvent=hierarchy_item_view,
GULHun232,UK,Glasgow,Glasgow University Library,Hunterian 232 (U.3.5),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296603&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296603&catType=C&gdcEvent=hierarchy_item_view
GULHun239,UK,Glasgow,Glasgow University Library,Hunterian 239 (U.3.12),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296610&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296610&catType=C&gdcEvent=hierarchy_item_view
GULHun258,UK,Glasgow,Glasgow University Library,Hunterian 258 (U.4.16),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296629&catType=C&gdcEvent=hierarchy_item_view,
GULHun259,UK,Glasgow,Glasgow University Library,Hunterian 259 (U.4.17),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296630&catType=C&gdcEvent=hierarchy_item_view,
GULHun268,UK,Glasgow,Glasgow University Library,Hunterian 268,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296639&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296639&catType=C&gdcEvent=hierarchy_item_view
GULHun270,UK,Glasgow,Glasgow University Library,Hunterian 270 (U.4.16),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296641&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296641&catType=C&gdcEvent=hierarchy_item_view
GULHun388,UK,Glasgow,Glasgow University Library,Hunterian 388 (V.2.8),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296758&catType=C&gdcEvent=hierarchy_item_view,
GULHun400,UK,Glasgow,Glasgow University Library,Hunterian 400 (V.2.20),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296770&catType=C&gdcEvent=hierarchy_item_view,
GULHun409,UK,Glasgow,Glasgow University Library,Hunterian 409 (V.3.7),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296778&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296778&catType=C&gdcEvent=hierarchy_item_view
GULHun415,UK,Glasgow,Glasgow University Library,Hunterian 415 (V.3.13),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296784&catType=C&gdcEvent=hierarchy_item_view,
GULHun472,UK,Glasgow,Glasgow University Library,Hunterian 472 (V.6.22),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296841&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296841&catType=C&gdcEvent=hierarchy_item_view
GULHun5,UK,Glasgow,Glasgow University Library,Hunterian 5 (S.1.5),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296375&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296375&catType=C&gdcEvent=hierarchy_item_view
GULHun512,UK,Glasgow,Glasgow University Library,Hunterian 512 (V.8.15),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296881&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296881&catType=C&gdcEvent=hierarchy_item_view
GULHun520,UK,Glasgow,Glasgow University Library,Hunterian 520 (V.8.23),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296889&catType=C&gdcEvent=hierarchy_item_view,
GULHun61,UK,Glasgow,Glasgow University Library,Hunterian 61,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296431&catType=C&gdcEvent=hierarchy_item_view,
GULHun7,UK,Glasgow,Glasgow University Library,Hunterian 7 (S.1.7),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296377&catType=C&gdcEvent=hierarchy_item_view,https://www.gla.ac.uk/collections/#/details?irn=296377&catType=C&gdcEvent=hierarchy_item_view
GULHun74,UK,Glasgow,Glasgow University Library,Hunterian 74,,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296442&catType=C&gdcEvent=hierarchy_item_view,
GULHun83,UK,Glasgow,Glasgow University Library,Hunterian 83 (T.3.21),,,,,,,,,
GULHun89,UK,Glasgow,Glasgow University Library,Hunterian 89 (T.4.6),,,,,,,,https://www.gla.ac.uk/collections/#/details?irn=296458&catType=C&gdcEvent=hierarchy_item_view,
Marchmont,UK,Glasgow,Mitchell Library,308876,olim Marchmount House,,,,,,,,
GlouCath5,UK,Gloucester,Gloucester Cathedral Library,5,,,,,,,,,
GlouCath36,UK,Gloucester,Gloucester Cathedral Library,36,,,,,,,,,
GlouPLPynson,UK,Gloucester,Gloucester Public Library,,,,,"STC 12973.5. Dyuerse My[racles whi]che God hath shewed for the [Portion] of his precyous Blod in Hay[les], Pynson, ca. 1515",,deposit,,,
Gorhambury,UK,"Gorhambury House, Hertfordshire",Earl of Verulam,Orosius manuscript,,,,,,,,,
HatCFEPS1,UK,Hatfield House,Marquess of Salisbury,C.F. and E.P. Box S/1,,,,,,,,,
HatCP270,UK,Hatfield House,Marquess of Salisbury,C.P. 270,,,,,,,,,
HatCP271,UK,Hatfield House,Marquess of Salisbury,C.P. 271,,,,,,,,,
HatCP297,UK,Hatfield House,Marquess of Salisbury,C.P. 297,,,,,,,,,
HatDeeds591,UK,Hatfield House,Marquess of Salisbury,Deeds 59/1,,,,,,,,,
HelminghamLJii2,UK,Helmingham Hall,Helmingham Hall,,olim LJ.II.2,,,,"sold Sotheby's, 14 June 1961, lot 9",,,,
HerefordO311,UK,Hereford,Hereford Cathedral Library,O.3.11,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015029839639&seq=62,
HerefordO35,UK,Hereford,Hereford Cathedral Library,O.3.5,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015029839639&seq=56,
HerefordO414,UK,Hereford,Hereford Cathedral Library,O.4.14,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015029839639&seq=74,
HerefordP19,UK,Hereford,Hereford Cathedral Library,P.1.9,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015029839639&seq=131,
HerefordP34,UK,Hereford,Hereford Cathedral Library,P.3.,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015029839639&seq=153,
HerefordP77,UK,Hereford,Hereford Cathedral Library,P.7.7,,,,,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015029839639&seq=203,
Hertfordroll,UK,Hertford,Hertford County Record Office,Ref. no. 15857 A (ex box C6),,,,,,,,,
HolkhamDeed116,UK,Holkham Hall,Earl of Leicester,"Archives, Deed 116",,,,,,,,,
Holkham755,UK,Holkham Hall,Earl of Leicester,"Covers of Old Law Books, MS 755",,,,,,,,,
Holkham229,UK,Holkham Hall,Earl of Leicester,MS 229,,,,,,,,,
Holkham667,UK,Holkham Hall,Earl of Leicester,MS 667,,,,,,,,,
Holkham668,UK,Holkham Hall,Earl of Leicester,MS 668,,,,,,,,,
Holkham670,UK,Holkham Hall,Earl of Leicester,MS 670,,,,,,,,,
Huddersfield,UK,Huddersfield,West Yorkshire Archive Service,DD/R/dd/V/30,,,Ramsden rental,,,,,,
IpswichPL6,UK,Ipswich,Ipswich Public Library,6,,,,,,on deposit at Ipswich School,,,
IpswichSRO,UK,Ipswich,Suffolk Record Office,"Ipswich Great Doomsday, Book VI",,,,,,,,https://www.suffolkarchives.co.uk/collections/getrecord/GB173_C_4_1_4,
Kendal,UK,Kendal,Kendal Grammar School,,,,,"A. de Clavasio, Summa de casibus conscientiae, Nuremberg, 1498",,On deposit at Newcastle University Library,,,
LeedsBro10,UK,Leeds,Leeds University Library,Brotherton 10,,,,,,,,https://explore.library.leeds.ac.uk/special-collections-explore/372692,https://explore.library.leeds.ac.uk/special-collections-explore/372692 
LeedsBro15,UK,Leeds,Leeds University Library,Brotherton 15,olim Braddyll; olim Ingilby,,,,,,,https://explore.library.leeds.ac.uk/special-collections-explore/372697 ,https://explore.library.leeds.ac.uk/special-collections-explore/372697
LeedsBro17,UK,Leeds,Leeds University Library,Brotherton 17,,,,,,,,https://explore.library.leeds.ac.uk/special-collections-explore/372698 ,https://explore.library.leeds.ac.uk/special-collections-explore/372698 
LeedsBro18,UK,Leeds,Leeds University Library,Brotherton 18,,,,,,,,https://explore.library.leeds.ac.uk/special-collections-explore/372699 ,https://explore.library.leeds.ac.uk/special-collections-explore/372699
LeedsBro500,UK,Leeds,Leeds University Library,Brotherton 500,"olim Harmsworth, olim Neale; Sotheby's Sale, 1920; Hope Allen Addit. MS. III",,,,,,,https://explore.library.leeds.ac.uk/special-collections-explore/118291 ,https://explore.library.leeds.ac.uk/special-collections-explore/118291
LeedsBro501,UK,Leeds,Leeds University Library,Brotherton 501,"olim Horton Hold Hall, Maggs Bros. Sale Cat. No. 580, Item 450",,,,,,,https://explore.library.leeds.ac.uk/special-collections-explore/118292 ,https://explore.library.leeds.ac.uk/special-collections-explore/118292 
LeedsRipon,UK,Leeds,Leeds University Library,Ripon Minster fragment 33,,,,,,on deposit from Ripon Minster,,,
LeedsAppleby,UK,Leeds,Yorkshire Archaeological Society,DD 121/109,,,,,,on deposit from Appleby Castle,,https://explore.library.leeds.ac.uk/special-collections-explore/444474,
Leicester4,UK,Leicester,Leicestershire Record Office,6D32/2,"Formerly Old Town Hall Library, MS 4",,,,,,,,
LeicesterBRII33,UK,Leicester,Leicestershire Record Office,BR II/3/3,Formerly Old Town Hall MS,,,,,,,,
Lichfield5,UK,Lichfield,Lichfield Cathedral Library,5,,,,,,,,https://ehive.com/collections/201690/objects/1351938/documents-of-st-blaises-chantry-cantarium-scti-blasii,
Lichfield10,UK,Lichfield,Lichfield Cathedral Library,10,,,,,,,,https://ehive.com/collections/201690/objects/1344368/wycliffe-bible-new-testament-middle-english-incipit-f-1r-matheu-pat-was-of-iudee-as-he-is-set-firste,
Lichfield16,UK,Lichfield,Lichfield Cathedral Library,16,,,,,,,,https://ehive.com/collections/201690/objects/1415715/three-tracts,
Lichfield18,UK,Lichfield,Lichfield Cathedral Library,18,Formerly MS 22,,,,,,,https://ehive.com/collections/201690/objects/1415959/the-mary-of-alchemy,
Lichfield29,UK,Lichfield,Lichfield Cathedral Library,29,,,,,,,,https://ehive.com/collections/201690/objects/1355139/the-canterbury-tales,
Lichfield35,UK,Lichfield,Lichfield Cathedral Library,35,,,,,,,,https://ehive.com/collections/201690/objects/1430659/of-holy-poverty-dives-et-pauper,
Lichfield50,UK,Lichfield,Lichfield Cathedral Library,50,,,,,,,,https://ehive.com/collections/201690/objects/1430796/the-prick-of-conscience,
LincolnArchCB2,UK,Lincoln,Lincoln Archives Office,Cragg/Bussy MS 2,,,Bussy Psalter,,,,,,
Lincoln66,UK,Lincoln,Lincoln Cathedral Library,66,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+66&pos=1,
Lincoln91,UK,Lincoln,Lincoln Cathedral Library,91,,,Robert Thornton MS,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+91&pos=1,
Lincoln100,UK,Lincoln,Lincoln Cathedral Library,100,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+100&pos=1,
Lincoln103,UK,Lincoln,Lincoln Cathedral Library,103,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+103&pos=1,
Lincoln105,UK,Lincoln,Lincoln Cathedral Library,105,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+105&pos=1,
Lincoln110,UK,Lincoln,Lincoln Cathedral Library,110,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+110&pos=1,
Lincoln129,UK,Lincoln,Lincoln Cathedral Library,129,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+129&pos=1,
Lincoln132,UK,Lincoln,Lincoln Cathedral Library,132,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+132&pos=1,
Lincoln133,UK,Lincoln,Lincoln Cathedral Library,133,,,,,,,,https://archive.lincolncathedral.com/Record.aspx?src=CalmView.Catalog&id=MS+133&pos=1,
